text,label,source
- Revamping the habitat.,0,claimify
"Together, we can create a more sustainable future for ourselves and generations to come.",0,claimify
"If you do use screens for entertainment or education, try to do it with others who share your interests or goals.",0,claimify
But there's no doubt there's a lot of opposition to it in the Senate.,1,verita-composite-ours-train
"Let me pay a compliment to the president, if I may.",0,verita-composite-ours-train
"We can't impose it, but we need to nourish it and that's the kind of thing that I would do as president -- follow those three commitments into the future.",0,verita-composite-ours-train
"We've got to make it easier to vote, not harder.",0,verita-composite-ours-train
So I would be firm.,0,verita-composite-ours-train
Older students (middle-schoolers and high-schoolers) can work together to help each other.,0,claimify
"These examples are indicative, however, of what Labour could actually be doing — rebuilding state capacity after decades of austerity and privatisation.",1,checkthat-2025-task1-test
The second thing is this all assumes that the Soviets wouldn't respond in kind.,0,verita-composite-ours-train
This is equivalent to about 1.5% of global emissions in 2019[^4^].,1,claimify
I want to show you this next slide as well.,0,verita-composite-ours-test
Curiosity is a primary component of creativity.,0,claimify
"The history and cultural significance of Arnis/Kali/Eskrima is complex and diverse, as it reflects the influences of various indigenous, Asian and European cultures that shaped the Filipino identity over time.",0,claimify
"I agree with the president: when they couldn't, we should have; now that they can, they should.",0,verita-composite-ours-train
"For example, a systematic review by Keles et al.",1,claimify
Illinois banned the sale of alcohol on March 30 2020,1,verita-composite-ours-train
Trump delivers some headway toward health care price transparency,1,verita-composite-ours-test
He's got to get this thing more clear.,0,verita-composite-ours-train
We did that by expanding what's called the no-fly zone by increasing our allies' control of the air space now from the Kuwait border to the suburbs of Baghdad.,1,verita-composite-ours-train
- The brain information travels up to an impressive 268 miles per hour.,1,claimify
I think we need to have clean coal technologies.,0,verita-composite-ours-train
Take a look at the Middle East.,0,verita-composite-ours-train
"So far the scaremongering appears to be failing, however, with Lula launching a charm offensive to reassure Brazilian Christians.",1,checkthat-2025-task1-dev
"President Donald Trump’s re-election campaign is seeking “MINORITY Actors” to hold signs at his June 20 rally in Tulsa, Oklahoma.",1,verita-composite-ours-train
"The designs and meanings of the tattoos varied across different island groups and sub-cultures, such as Samoan, Maori, Marquesan, Tahitian, Hawaiian, and others[^2^] [^3^].",1,claimify
"He voted against student loans; he voted against my improved student loan plan; he voted against the National Service bill, against the HeadStart bill; he voted against our efforts in safe and drug-free schools.",1,verita-composite-ours-train
Who has been the person who has tried to keep spending under control?,0,verita-composite-ours-train
The net result is we are going to have some improvement in our receipts.,0,verita-composite-ours-test
Are the rulers preparing us to accept another lockdown over a mutated monkeypox virus?,1,checkthat-2025-task1-train
And I won't let up until they get done.,0,verita-composite-ours-train
Joe Biden stated in a debate from July 2019 that fossil fuels including coal and fracking would be eliminated in a Biden administration.,1,verita-composite-ours-train
"In 1977, we took that away from the military.",1,verita-composite-ours-train
"This is not a loss in any way.”  But at the same time, he expresses fears about the future of the battle for equality in the country.",0,checkthat-2025-task1-train
"The plasma is created by heating a gas mixture, such as methane and hydrogen, in a vacuum chamber.",1,claimify
"The United States has ""three families owning more wealth than the bottom half of the American society.",1,verita-composite-ours-train
Tom Hanks has passed away at 63,1,verita-composite-ours-train
School systems that have proven to be good managers of their resources should be given greater flexibility.,1,verita-composite-ours-train
"If it consolidates power into the hands of the government, we can expect the situation to be pushed hard.",1,checkthat-2025-task1-train
This behavior may help them keep their nests clean and avoid diseases[^1^].,0,claimify
"Some theme parks have also focused on social causes, such as accessibility, inclusion, and education.",1,claimify
2.5 million passengers have travelled using Madaraka Express since its inception in May 2018.,1,verita-composite-ours-train
"- Proxima Centauri b, an Earth-sized planet orbiting the nearest star to our solar system, discovered by the European Southern Observatory in 2016.",1,claimify
That's what I feel passionately about.,0,verita-composite-ours-train
It won't be looked upon as favorably as it might otherwise be by credit rating agencies but it's better than nothing.,0,verita-composite-ours-train
"Before beginning my closing remarks, here, I would just like to remark a concern that I have that we have criticized the failures of the Carter policy here rather considerably, both of us this evening.",0,verita-composite-ours-train
"Plus, our new school accountability laws require schools to make continuous improvements while giving them the flexibility to determine how to meet their goals.",1,verita-composite-ours-test
"Actually, this $2.8 billion goes largely to small companies, to drilling operators and so forth.",1,verita-composite-ours-test
"They suggest that adults need at least 150 minutes of moderate-intensity physical activity weekly or 75 minutes of vigorous-intensity activity, as well as muscle-strengthening activities two or more days a week.",1,claimify
"And secondly, I repeat to you --",0,verita-composite-ours-train
"- Providing mandatory and ongoing D&I training for all employees, especially managers and leaders, to raise awareness, challenge biases, foster empathy, and develop skills for inclusive behaviors[^2^] [^5^].",0,claimify
"It won numerous awards and accolades, and is widely considered one of the greatest songs in rock history.",1,claimify
Being vegan for a year saves 365 animals.,1,verita-composite-ours-train
The FDA review teams thoroughly examine all the submitted data and determine whether the drug's benefits outweigh its known and potential risks for the intended population.,1,claimify
"This fact shows that Mozart was not only a musical genius, but also a curious and playful person who enjoyed exploring different aspects of life and art.",0,claimify
‘It is only because Conservative politicians are unaffected by the consequences of their policies […] that they persist with their bombardment of the poor and the vulnerable.’,0,checkthat-2025-task1-dev
Improving Access to Quality Education I've said a number of times today that we need to make sure everyone can share in our recovery.,1,verita-composite-ours-test
A couple other things I want to touch on.,0,verita-composite-ours-train
"There are many facts about Beethoven's life and career that are surprising and little-known, but one that stands out to me is that he composed his most celebrated works after he went deaf[^2^] [^3^].",1,claimify
"After completing the clinical trials, the drug maker submits a New Drug Application (NDA) to the FDA, which contains all the data and information about the drug, including its formulation, manufacturing process, results of animal and human studies, proposed labeling, and more.",1,claimify
"After years of complacency, Connecticut is playing an aggressive role partnering with employers to create jobs and grow our economy.",1,verita-composite-ours-train
"In Georgia alone, for instance, I got 84 percent of the vote, and I think there were fourteen people uh - in addition to myself on the ballot, and Governor Wallace had been very strong in Georgia.",1,verita-composite-ours-train
We go back to Washington and very difficult to get it through the Congress.,0,verita-composite-ours-test
"Kahlo had a difficult life marked by a bus accident that left her with serious injuries, multiple surgeries, chronic pain, miscarriages, and infertility[^3^] [^4^].",1,claimify
We had civil administrators come in to set up their ways of building their towns back.,0,verita-composite-ours-train
"It has a history of more than **2,000 years** and is believed to have originated during the **Warring States Period** (475 - 221 BC)[^3^].",1,claimify
Images of the new Indian e-passport.,1,verita-composite-ours-train
"It was conceived by **Carl Diem**, the chief organizer of the **1936 Summer Olympics** in Berlin, as a way to link the modern Olympics with the ancient ones and to promote Nazi ideology and influence[^1^] [^2^] [^3^].",1,claimify
"That means that that mission succeeds, just like those young people who re-enlisted in Baghdad, just like the mother I met at the airport the other day whose son was killed.",0,verita-composite-ours-train
"In the US, it costs almost $4,000 to get tested for COVID-19 without insurance.",1,verita-composite-ours-train
"Now, I told you earlier all the talk of America's economic decline is political hot air.",1,verita-composite-ours-test
I don't want to stampede.,0,verita-composite-ours-train
"And I miss going to church, but I think the Lord understands.",0,verita-composite-ours-train
"Uh - Mr. Maynard, uh - the record of gun control, whether it's one city or another or in some states, does not show that the registration of a gun, handgun, or the registration of the gun owner, has in any way whatsoever decreased the crime rate or the use of that gun in the committing of a crime.",1,verita-composite-ours-train
"The way you get a better America is to balance the budget and protect Medicare, Medicaid, education and the environment; to give a targeted tax cut -- and let me talk about the education tax cut -- to let people have a $10,000 deduction for the cost of college tuition in any year, any kind of college tuition; to give families a tax credit, a dollar for dollar reduction in their taxes for the cost of a typical community college so we can open that to everybody.",0,verita-composite-ours-train
"Renewable energy sources such as wind and solar do not emit carbon dioxide when generating electricity, unlike fossil fuels such as coal, oil, and natural gas[^7^].",1,claimify
I believe that we need to educate better and retrain better.,0,verita-composite-ours-test
"However, there is no one-size-fits-all solution.",0,claimify
There are plenty of people standing in line to become a citizen.,0,verita-composite-ours-test
"I have also instructed the head of every state agency to, wherever possible, reduce their personnel costs by 5 percent over the next year.",1,verita-composite-ours-train
"I went down there and talked to the president of Panama about cleaning up their money laundering, and Mr. Noriega was there, but there was no evidence at that time, and when the evidence was there, we indicted him.",1,verita-composite-ours-train
"They also inspire optimism in others by sharing success stories, expressing confidence, and providing encouragement[^1^].",1,claimify
Pensioners in the UK have to pay for television.,1,verita-composite-ours-train
"The Yoruba people consider the bata a sacred musical instrument belonging to the goddess of love, Oshun.",1,claimify
US President Barack Obama was directed by the Deep State to authorize millions in funding for the Wuhan Institute of Virology  to finance a global biological attack timed to release within an  election year.,1,verita-composite-ours-test
"Shanghai-based clothing company La Chapelle Closed 4391 stores due to effects the covid19 pandemic had on the 
economy",1,verita-composite-ours-train
I will just say my time is running out here.,0,verita-composite-ours-test
"There are many innovative and sustainable approaches to urban farming, depending on the available space, resources, and objectives.",0,claimify
"On Sunday, anti-pride demonstrators including biker gangs, religious groups and far-right nationalists rallied in the capital “for marriage and the family”, demanding that the EuroPride parade be banned.",0,checkthat-2025-task1-train
"The amount of money that has to be raised in taxes for middle-class families to make up for completely eliminating that on the very wealthiest, the billionaires, that would be an extra heavy burden on middle-class families.",0,verita-composite-ours-train
McDonalds Caught Using Human Baby Meat in Their Burgers,1,verita-composite-ours-test
Employment ought to be restored to our people.,0,verita-composite-ours-train
Theme parks are fascinating places that offer a variety of attractions and entertainment for people of all ages.,0,claimify
"In the spring of 2000, students in grades 3, 5, 8, and 10 will take challenging tests -- called assessments -- in reading, writing, and math.",1,verita-composite-ours-test
"Mission Indradhanush (ensuring full immunisation with all available vaccines for children up to two years of age and pregnant women), has completed four phases covering 528 districts in India.",1,verita-composite-ours-train
"When those good intentions are rebuffed, we get tough.",0,verita-composite-ours-train
Tariffs are now being paid to the United States by China of 25% on 250 Billion Dollars worth of goods & products. These massive payments go directly to the Treasury of the U.S.,1,verita-composite-ours-train
"It is imperative to reduce the cost of government by measure—that is, to make the tax dollar buy more than before.",1,checkthat-2025-task1-train
"This was published a couple years ago by David McCullough. ""The Wright Brothers. you say 'why that book?'",1,verita-composite-ours-train
Let me say first of all to you that I believe so strongly in the question you asked that I suggested this format tonight.,0,verita-composite-ours-train
"Removing the cities of Chicago, Detroit, Washington D.C., St. Louis, and New Orleans from the total would lower the ranking of the U.S. to 189th out of 193 countries in the world in homicides.",1,verita-composite-ours-train
"You can promote wellness by providing healthy snacks, organizing fitness challenges, offering discounts for gym memberships, or creating a wellness committee[^1^].",0,claimify
"- **Vaccination**: The first successful vaccine was the smallpox vaccine, introduced in 1796 by Edward Jenner.",1,claimify
- Providing infection control education[^1^] [^4^] [^5^],1,claimify
"- Reduced effectiveness of other medical treatments that rely on antibiotics, such as surgery, chemotherapy, organ transplants, and dialysis.",1,claimify
"In the case of the product liability bill, which they passed and I vetoed, I think that's what he's talking about, I actually wanted to sign that bill.",1,verita-composite-ours-train
"And we've been in - on the whole, uninterested.",0,verita-composite-ours-train
You should also use a VPN (virtual private network) service to encrypt your internet traffic and hide your online activity from prying eyes.,1,claimify
38 Percent of Americans are avoiding Corona Beer because of the Coronavirus.,1,verita-composite-ours-train
"Music can stimulate the release of dopamine, a neurotransmitter that is associated with pleasure and reward[^2^].",1,claimify
I hope you found these facts interesting and informative.,0,claimify
"We are going to be looking for ways to celebrate our diversity, and we are going to try to reach out to every boy and girl, as well as every adult, to bring them in to working on behalf of our country.",0,verita-composite-ours-train
I would hope an incident like that would not happen.,0,verita-composite-ours-train
Senator Obama has asked for nearly $1 billion in pork-barrel earmark projects...,1,verita-composite-ours-train
"- Fiber, which is found in whole grains, fruits, vegetables, beans and nuts.",1,claimify
"And third, we should give something back to Connecticut taxpayers, because if the people of Connecticut are going to share in the sacrifice during tough times, they should also share in the recovery as things begin to turn around.",0,verita-composite-ours-train
And still he talks about - uh success.,0,verita-composite-ours-train
"A recent survey found that Filipinos have rated President Rodrigo Duterte as the most loving, caring, solid and decisive among the five highest government officials in the Philippines.",1,verita-composite-ours-train
"Now, when Senator McCain is proposing tax cuts that would give the average Fortune 500 CEO an additional $700,000 in tax cuts, that's not sharing a burden.",1,verita-composite-ours-train
- **Germ Theory**: The idea that microorganisms cause diseases was proposed by Louis Pasteur and Robert Koch in the 19th century.,1,claimify
"The drug Diamox, often used as treatment for high-altitude sickness, can cure the Coronavirus.",1,verita-composite-ours-test
"However, if you include clones or colonies, then there are some contenders that are much older.",0,claimify
They also align their vision with the purpose and values of their organization and communicate it effectively to others[^1^] [^2^].,1,claimify
Former health secretary Janette Garin points to Senator Risa Hontiveros as the root cause of the current anomalies involving the Philippine Health Insurance Corporation.,1,verita-composite-ours-test
"But Biden’s FDA recommended it, and according to Politico above, Biden’s CDC head Rochelle Walensky defended it.",0,checkthat-2025-task1-dev
"We saw him after the first debate spend nearly a week denigrating a former Miss Universe in the harshest, most personal terms.",1,verita-composite-ours-train
We have to both bring down the deficit and get our economy going through these kinds of investments in order to get the kind of wealth and jobs and incomes we need in America.,0,verita-composite-ours-test
London is now one of the world’s most violent capital cities.,1,verita-composite-ours-train
"Listen, there is 30 nations involved in Iraq, some 40 nations involved in Afghanistan.",1,verita-composite-ours-train
It was a brilliant way to expose the hypocrisy of the left.,1,checkthat-2025-task1-dev
"To overcome this, you can use positive self-talk to boost your confidence and motivation.",0,claimify
We need to reauthorize the 21st Century Research and Technology Fund and invest $50 Million in it over the next two years.,1,verita-composite-ours-train
So we've got to deal with that right away.,0,verita-composite-ours-test
Biofuels are liquid fuels derived from plants or other organic matter that can be used in vehicles or power plants.,1,claimify
I ask you to protect our families against any possibility of discrimination by requiring that any school with more applicants than room fill it through a lottery or other blind selection process.,0,verita-composite-ours-train
The two have just finished a panel discussion on the reduction of working hours (alongside Will Stronge of Autonomy).,0,checkthat-2025-task1-test
"- Omega-3 fatty acids, which are found in fatty fish (such as salmon, tuna, mackerel and sardines), flaxseeds, walnuts and soybeans.",1,claimify
"And wouldn't it be (secretly) reassuring if, as John Tanton likes to ask mordantly, the theorists of innovation had ever actually invented anything themselves?",1,checkthat-2025-task1-dev
"- Using precision medicine to tailor treatments based on the individual's genetic makeup, environmental factors and disease characteristics.",1,claimify
"Donald always takes care of Donald and people like Donald, and this would be a massive gift.",0,verita-composite-ours-train
"That's why we restored diplomatic relations, opened the door to travel and commerce, positioned ourselves to improve the lives of the Cuban people.",1,verita-composite-ours-train
"- The exploration of **other worlds** in our solar system and beyond, such as Pluto, Mars, Saturn's moon Titan, Jupiter's moon Europa and thousands of exoplanets.",1,claimify
Over the 5 years to 2018 the SA government has invested more than R1.3 trillion in infrastructure.,1,verita-composite-ours-train
But I also believe we need an agricultural policy which doesn't cost us 15 to 20 to 25 billion dollars a year that it's been costing us over the course of the past three or four years under this administration.,1,verita-composite-ours-train
"However, there are still many gaps and mysteries in our understanding of this fascinating civilization.",0,claimify
Body temperature is given in Fahrenheit (F); and,1,claimify
He's talking about his plan to keep jobs here.,0,verita-composite-ours-train
- Don’t buy products containing palm oil: Palm oil is a vegetable oil that is used in many food and cosmetic products.,1,claimify
Some of the major milestones in the history of video games include:,0,claimify
"The ability to fight, if necessary, is the best way to avoid the chance for, or the requirement to fight.",0,verita-composite-ours-train
The anti-CRT messaging turned them out in record numbers.,0,checkthat-2025-task1-dev
"Developing and maintaining a consistent exercise routine can have many benefits for your physical and mental health, such as reducing your risk of chronic disease, improving your balance and coordination, helping you lose weight, and boosting your self-esteem[^2^].",1,claimify
"Some synesthetes may find their condition helpful for memory, creativity, or artistic expression.",1,claimify
The best America is yet to come.,0,verita-composite-ours-train
- **Calm your mind and body**.,0,claimify
"We know what the problems are, my friends, and we know what the fixes are.",0,verita-composite-ours-test
I'm glad to hear tonight that he does suggest that I have had some experience.,0,verita-composite-ours-train
Will you be the one to tell the parents “tough luck”?,0,verita-composite-ours-train
A spray known as Miracle Mineral Solution can offer protection against coronavirus,1,verita-composite-ours-train
"This is lower than the efficiency of conventional fossil fuel power plants, which can range from 33% to 60%[^7^].",1,claimify
"Three, a Gallup Poll taken in February asked people in ten countries which country they thought would be first in 1970, both scientifically and militarily.",1,verita-composite-ours-train
Eminent Physics professor HC Verma donates Rs 1 crore to PM relief fund and for charity.,1,verita-composite-ours-train
"Sometimes, procrastination is caused by a lack of interest or motivation for the task.",0,claimify
"Over 175,000 Kenyans have already registered under the voluntary scheme known as boma yangu.",1,verita-composite-ours-train
They had mastered the nuclear fuel cycle under the Bush administration.,1,verita-composite-ours-train
Raising the US federally required minimum wage to $15 an hour would give 40 million workers a pay raise and push the wage scale up for everyone else.,1,verita-composite-ours-test
Madagascar has found a coronavirus medicine that can wipe out the virus at any stage within a period of six days.,1,verita-composite-ours-train
"- The Internet is based on **packet switching**, a technology that allows data to be broken into small pieces and sent through different paths to the destination.",1,claimify
"Bear in mind also, Milosevic has been indicted as a war criminal and he should be held accountable for his actions.",1,verita-composite-ours-train
"While I was governor of Georgia, although I'm not a lawyer, we had complete reform of the Georgia court system.",1,verita-composite-ours-train
"But the book does go wrong, of course, because it never thinks to question what a ""Hispanic"" is anyway.",1,checkthat-2025-task1-dev
It is said to have originated from a spontaneous food fight in 1945 and has since become a popular tourist attraction.,1,claimify
The U.S has record bankruptcies in farming country.,1,verita-composite-ours-train
But let's not assume that trade is the only challenge we have in the economy.,0,verita-composite-ours-train
"- Artemisinin-based combination therapies (ACTs), which are the most effective treatments for uncomplicated malaria caused by the deadliest parasite species, Plasmodium falciparum[^2^].",1,claimify
"Well, first, let me start by saying that so much of what he's just said is not right, but he gets to run his campaign any way he chooses.",0,verita-composite-ours-train
The railway has been in the books of our government for 30 years – it was not built,1,verita-composite-ours-train
"These methods have been applied in various fields such as education, business, and the arts to promote creativity and innovation among students, employees, customers, and audiences.",0,claimify
"But as we look at the decisions that the next president of the United States is going to have to make, I just don't believe the place you go first is those programs, those so-called entitlements, which provide a basic floor of income and a modest amount of medical care for the elderly, the disabled, for people who can't make their way on their own, and in many cases, have given a great deal to this country.",0,verita-composite-ours-train
"As part of a last-minute settlement, Harry also won ""substantial damages"" and an apology for the ""serious intrusion"" into his private life, and that of his late mother, Diana, Princess of Wales, by The Sun and the defunct News of the World.",0,checkthat-2025-task1-test
"Despite what Purdue Pharma has done; their connection to the opioid crisis and the overdose deaths throughout the United States, as of 26/06/2019 they have been able to act with complete impunity and pay no consequences.",1,verita-composite-ours-test
"Of course, there are many more dance forms and styles that have contributed to the rich and diverse dance scene in this country.",0,claimify
"Samora Machel said “The day you hear the whites speak of me in good terms, don’t share your secrets with me, because that means I would have betrayed you already.”",1,verita-composite-ours-train
"We've got potentially 600,000 jobs and 100 years worth of energy right beneath our feet with natural gas.",1,verita-composite-ours-train
"Don't worry, I've got plenty——from helping students learn to write computer code to personalizing medical treatments for patients.",1,verita-composite-ours-train
"Governor Romney not only opposed it, he suggested that in fact employers should be able to make the decision as to whether or not a woman gets contraception through her insurance coverage.",1,verita-composite-ours-train
It also expresses a universal human desire to connect with our ancestors and celebrate the cycle of life[^2^].,0,claimify
"I decided I was dumb and didn't understand it so I called a ""Who's Who"" of the folks that have been around it, and I said why won't everybody go south; they said it will be disruptive; I said for how long.",0,verita-composite-ours-test
"And if we've got math teachers who are able to provide the kind of support that they need for our kids, that's what's going to determine whether or not the new businesses are created here.",0,verita-composite-ours-train
Rich governments also need to stop shirking their responsibilities and scale up the climate funding required to the tune of trillions of dollars.,1,checkthat-2025-task1-dev
"Changes in our political process—in not just who gets elected, but how they get elected—that will only happen when the American people demand it. It depends on you.",1,verita-composite-ours-train
Republicans voted against military pay rises,1,verita-composite-ours-train
"Covid-19 cases are way down from where they were two weeks ago, this weekend is one of the lowest the United States have had.",1,verita-composite-ours-train
"According to the sources I found, the word ""algorithm"" comes from the name of a 9th century Persian Muslim mathematician **Abu Abdullah Muhammad ibn Musa Al-Khwarizmi**[^1^] [^3^] who wrote a treatise on algebra and introduced the Hindu-Arabic numerals to the West[^1^] [^4^].",1,claimify
"I look forward to working with our great treasurer Denise Nappier to create this ""CHET Baby Scholars"" program.",1,verita-composite-ours-train
"The virus displayed a message on the infected machine with the brothers' names, address and phone number, and a message that said \""Welcome to the Dungeon\""[^5^].",1,claimify
[^1^]: How To Stay Motivated For Making Healthy Lifestyle Changes,0,claimify
"The torch relay has been seen as a symbol of peace, unity and hope, as well as a celebration of human achievement and diversity[^2^].",0,claimify
"This event created a global impact winter that killed about 75% of all species, including most dinosaurs.",1,claimify
[^1^] [^2^] [^5^],0,claimify
- It is more animal-friendly.,0,claimify
"When planning your itinerary, look for activities that minimize your impact on the environment and local people, such as hiking, biking, kayaking, or wildlife watching.",0,claimify
I have put out emails asking every single legislator to weigh in with your ideas.,1,verita-composite-ours-train
Jamnagar-Junagarh highway bridge in India collapsed within 3 months of inauguration.,1,verita-composite-ours-train
"- The FBI spied on him for over 22 years, suspecting him of being a communist sympathizer.",1,claimify
"But the Central American country has found itself at the centre of Brazil’s election debate as its far-right incumbent Jair Bolsonaro seeks to weaponise Daniel Ortega’s authoritarian crackdown on the Catholic church to attack his leftist challenger, the former president Luiz Inácio Lula da Silva.",0,checkthat-2025-task1-dev
Mr. Ford uh - actually has fewer people now in the private sector in non-farm jobs than when he took office.,1,verita-composite-ours-test
Could have a chance to serve as president.,0,verita-composite-ours-train
"- The name of the painting, Mona Lisa, was the result of a **spelling error**.",1,claimify
"Shipping container farming can be portable, versatile, and scalable, as well as use less water and land than conventional farming[^2^].",1,claimify
"TCM is a practical medicine built on experience and observation, rather than emphasizing consistency with contemporary science and technology[^6^].",1,claimify
- Create jobs throughout renewable energy industries[^6^].,0,claimify
"Today, the pledge we should take together is simple: Connecticut can and will end homelessness for veterans by the end of 2015.",1,verita-composite-ours-test
I just want to mention if I could --,0,verita-composite-ours-test
"And with each one of those decisions that affect the future of my country, I have learned in the process.",0,verita-composite-ours-train
Scientists detect the presence of dark matter by its **gravitational effects** on ordinary matter and light.,1,claimify
We have fought to try to raise the minimum wage in the last years.,1,verita-composite-ours-train
"Cars are a major source of greenhouse gas emissions, especially when they burn diesel or gasoline.",1,claimify
"When I speak, I go out and speak, the people of this country are furious.",0,verita-composite-ours-test
Now on the question of gold.,0,verita-composite-ours-train
"In Kenya, for the 2018/19 year under review all County Governments allocated at least 20% of their budgets to health.",1,verita-composite-ours-train
You can also practice gratitude for what you have and what you can do.,0,claimify
"Clearly, Indiana's new student standards and accountability system are the biggest steps to school improvement since Governor Orr' s A-plus plan.",1,verita-composite-ours-train
"Next thing I know, one of these ACT UP groups is out saying, ""Bush ought to change his behavior.""",0,verita-composite-ours-train
VIRAL VIDEO SHOWS THE FBI SEIZING CORONAVIRUS-INFECTED FACE MASKS SENT FROM CHINA,1,verita-composite-ours-train
They have to help us out.,0,verita-composite-ours-test
But it starts with working in a collaborative effort with states and local folks.,1,verita-composite-ours-train
"It's supposed to come from the people, it comes at the people.",0,verita-composite-ours-train
"Yes, we have a $263 billion deficit.",1,verita-composite-ours-train
I believe that we ought to have a balanced budget during normal economic circumstances.,0,verita-composite-ours-train
"Arnis/Kali/Eskrima is a collective term for the traditional martial arts of the Philippines that emphasize weapon-based fighting with sticks, knives, bladed weapons and various improvised weapons.",1,claimify
Why not leave it with them?,0,verita-composite-ours-train
So I hope and expect that I will be liked by the people of this country as president of the United States; I certainly hope I will be liked by them on the 8th of November.,0,verita-composite-ours-test
"I believe that the purpose of politics is to give people the tools to make the most of their own lives; to reinforce the values of opportunity and responsibility, and to build a sense of community so we're all working together.",0,verita-composite-ours-train
“But where do many of these governmental elaborations come from?” asks the secretary of the Des Moines Bureau of Municipal Research.,0,checkthat-2025-task1-train
Eating more plant-based foods can also benefit your health and save water and land resources[^1^].,1,claimify
And I challenge you tonight to deny that the Administration has sent at least several missions to persuade Chiang Kai-shek's withdrawal from these islands.,1,verita-composite-ours-train
Joining a zero-waste group or a composting program can make it more inspiring and empowering for them to take action.,0,claimify
- Celebrate others' success.,0,claimify
"[^2^] These mechanisms can turn genes ""on"" or ""off"" by adding or removing chemical groups to DNA or histones, or by interfering with the coding RNA that makes proteins.",1,claimify
"And for the state to interfere in that decision, under whatever guise, and with whatever rationale, for the state to try to take over in that situation, and by edict, command what the individual shall do, and substitute itself for that individual's conscience, for her right to consult her rabbi, her minister, her priest, her doctor - any other counselor of her choice - I think goes beyond what we want to ever see accomplished in this country, if we really believe in the First Amendment: if we really believe in freedom of choice and the right of the individual.",0,verita-composite-ours-train
So you've got to create jobs.,0,verita-composite-ours-train
It has been covered by many artists and featured in many films and TV shows.,1,claimify
"Emperor Frederick II of Germany issued an edict that prohibited physicians from dispensing drugs, and required that only trained pharmacists could do so[^4^].",1,claimify
"The US Government may be using parts of one of the national emergencies that (President Barack Obama) signed having to do with cartels, criminal cartels",1,verita-composite-ours-train
We find that more have been built in this Administration than in the previous Administration.,1,verita-composite-ours-train
I think we ought to do it by full enforcement of the catastrophic health insurance.,0,verita-composite-ours-test
"By studying this ancient system, we can learn more about how galaxies like our own Milky Way came to be.",0,claimify
The fuel for the far right comes from disillusionment.,0,checkthat-2025-task1-test
"Fog water harvesting, on the other hand, taps into an unconventional source of water that is not dependent on precipitation or aquifer levels.",1,claimify
"The breakthrough in mRNA technology was not sudden, but rather the result of decades of research and innovation by hundreds of scientists around the world[^1^] [^2^].",1,claimify
"Thank you, Jim, very much.",0,verita-composite-ours-train
"Theoretical physicist Albert Einstein once stated, “The difference between stupidity and genius is that genius has its limits.”",1,verita-composite-ours-train
Misinformation and conspiracy theories about vaccines can have serious consequences for public health and trust in science.,0,claimify
There are many strategies that can help individuals and businesses reduce food waste in their daily operations.,0,claimify
There is a ‘global average’ for the number of judges and magistrates to number of people per country.,1,verita-composite-ours-test
I'm asking for your vote.,0,verita-composite-ours-test
"Donald Trump asked Ukrainian president Volodymyr Zelensky to ""make up dirt"" on Biden.",1,verita-composite-ours-train
Our State Tax Board is putting together a rule that complies with the court order.,1,verita-composite-ours-train
"According to a report by the Pew Charitable Trusts and SYSTEMIQ[^3^], about 11 million metric tons of plastic waste enter the ocean every year, and this amount could nearly triple by 2040 if no action is taken.",1,claimify
The increase is once again intended to combat the high level of inflation being experienced by the U.S. and much of the world.,0,checkthat-2025-task1-train
"Well, Andrea, today we have 13,000 strategic nuclear warheads, on land, on air and in the sea.",1,verita-composite-ours-test
"She was inspired by her family's love of education and science, as well as by the discovery of X-rays by Roentgen and the discovery of uranium rays by Becquerel[^1^] [^2^].",1,claimify
And he's called that because he's supposed to be in charge of the facts and run our government and strengthen our nation.,0,verita-composite-ours-train
"These are very fine institutions, very fine banks.",0,verita-composite-ours-train
I think we disagree on the implication of his remarks tonight and on the statements that he has made on many occasions during his campaign to the effect that the United States has been standing still.,0,verita-composite-ours-test
The wages of Americans have gone down.,1,verita-composite-ours-test
"The Alabama Constitution requires that we have a balanced budget; this will require cutting the General Fund Budget by approximately 20 percent, and education expenditures by approximately 6 percent.",1,verita-composite-ours-train
"For example, we have reduced the size of the Federal government to its smallest size in 30 years.",1,verita-composite-ours-test
"When you come after Americans, we go after you.",0,verita-composite-ours-train
"We could allow our troops to just be on the defensive and absorb those blows again and again and again, if Pakistan is unwilling to cooperate, or we have to start making some decisions.",0,verita-composite-ours-train
"Dean Acheson, George Marshall were strong secretaries of uh - state - excuse me - state.",0,verita-composite-ours-train
"US Republican Alexandria Ocasio-Cortez opposed it a proposed $4.6 billion US emergency aid bill, saying it wasn’t humanitarian.",1,verita-composite-ours-train
This requires some implausible constraint on otherwise unrelated circumstances[^3^].,0,claimify
"I need  no, crave  more silence in my life.",0,checkthat-2025-task1-test
"Examples are radio waves, thermal (heat), or laser therapy that can destroy nerve endings or tissue; spinal cord stimulation (SCS) that can deliver electrical impulses to the spinal cord; nerve blocks that can inject anesthetics or steroids to specific nerves; or joint replacement that can repair damaged joints.",1,claimify
The Fed is being more political than Secretary Clinton.,0,verita-composite-ours-train
"- **Computer vision**, a subfield of AI that deals with understanding and processing images and videos.",1,claimify
"The only thing an executive order can accomplish is to ban it in federal law enforcement agencies, but I would also support a law in the Congress that would have the effect of doing the same thing.",0,verita-composite-ours-train
"We returned $5.7 billion in tax rebates, credits and cuts to our people.",1,verita-composite-ours-test
